Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
1,सन्देश,,घिमिरे,Sandesh,,Ghimire,"S. Ghimire, Sandesh Ghimire, Sandesh  Ghimire"
1,प्रकाश,,यादव,Prakash,,Yadav,"Prakash  Yaadaav, Prakash Yada, Prakash . Yadav"
1,विजय,,रुम्बा,Vijay,,Roomba,"V. Roomba, Vijay Roomb, Vijay  Roombaa"
0,भगवती,,श्रेष्ठ,Bhagwati,,Shrestha,"Bhagwati Shresth, B. Shrestha, Bhagwati Shrestha"
0,नौरता,,कामी,Naurata,,Kami,"Naurata . Kami, Naurata  Kami, N. Kami"
0,रमेशा,,भण्डारी,Ramesha,,Bhandari,"R. Bhandari, Ramesha  Bhaandaari, Ramesha  Bhandari"
0,सुमित्रा,,बस्नेत,Sumitra,,Basnet,"Sumitra Basne, Sumitra  Basnet, Sumitra  Baasnet"
1,दिप,बहादुर,थापा,Deep,Bahadur,Thapa,"Deep Thapa, D. Thapa, Deep Bahadur Thapa"
1,संजय,कुमार,चौधरी,Sanjay,Kumar,Chowdhary,"Sanjay K. Chowdhary, Sanjay Cowdary, Sanjay Chowdhary"
1,इन्द्र,वहादुर,मगर,Indra,Wahadur,Magar,"Indra W. Magar, Indra Maga, Indra Wahadur Magar"
0,निलम,देवी,पासमान,Neelam,Devi,Pasman,"Neelam D. Pasman, N. Pasman, Neelam Devi Paasmaan"
0,केवला,,देवी,Keola,,Devi,"Keola . Devi, K. Devi, Keola Devi"
1,यम,बहादुर,दर्लामी,Yam,Bahadur,Darlami,"Yam Darlam, Y. Darlami, Yam Bahadur Daarlaami"
0,समृद्धि,,सिल्वाल,Samridhi,,Silwal,"Samridhi Silwa, Samridhi Silwal, Samridhi  Silwal"
0,मोती,,शाही,Pearl,,Royal,"Pearl  Royal, P. Royal, Pearl  Royaal"
1,भरोसी,,यादव,Bharosi,,Yadav,"Bharosi Yada, Bharosi  Yaadaav, Bharosi Yadav"
0,सरस्वती,,सुनार,Saraswati,,Goldsmith,"Saraswati Goldsmith, Saraswati . Goldsmith, S. Goldsmith"
0,गंगा,देवी,सुवेदी,Ganga,Devi,Subedi,"Ganga D. Subedi, G. Subedi, Ganga Subedi"
0,रानिया,,राई,Rania,,Rai,"Rania  Raai, Rania Rai, R. Rai"
0,राम,कुवारी,थारु,Ram,Kuwari,Tharu,"Ram Kuwari Tharu, Ram Taru, Ram Tharu"
0,सुनमाली,,थापा,sunamali,,thapa,"sunamali tapa, sunamali thap, s. thapa"
1,बाजी,,कोली,Baji,,Koli,"Baji Koli, Baji  Koli, Baji Kol"
1,नागेन्द्र,कुमार,कर्ण,Nagendra,Kumar,Karan,"Nagendra Kumar Kaaraan, Nagendra Kumar Karan, Nagendra Kara"
0,जाल्केसरा,,रावत,Jalkesara,,Rawat,"Jalkesara  Rawat, Jalkesara Rawa, Jalkesara . Rawat"
0,नेत्र,कुमारी,भट्टराई,Netra,Kumari,Bhattarai,"Netra Bhattara, Netra K. Bhattarai, Netra Kumari Bhattarai"
1,राम,शरण,श्रेष्‍ठ,ram,sharan,shrestha,"r. shrestha, ram shrestha, ram sharan shresthaa"
0,सुन,माया,तामाङ,Listen,Maya,Tamang,"Listen Maya Taamaang, Listen Taman, L. Tamang"
1,भिन्सु,लाल,चौधरी,Bhinshoo,Lal,Chowdhary,"Bhinshoo Chowdhar, Bhinshoo Lal Chowdhaary, Bhinshoo L. Chowdhary"
1,लोक,बहादुर,दमाइ,Lok,Bahadur,Damai,"Lok Bahadur Daamaai, L. Damai, Lok Bahadur Damai"
1,खम्म,बहादुर,ओली,Khamm,Bahadur,Oli,"Khamm B. Oli, K. Oli, Khamm Oli"
0,तारा,देवी,श्रेष्ठ,Tara,Devi,Shrestha,"Tara Devi Shresthaa, Tara Shresth, Tara D. Shrestha"
0,रुपा,पौडेल,पंगेनी,Rupa,Paudel,Pangeni,"Rupa P. Pangeni, Rupa Paudel Pangeni, R. Pangeni"
1,राम,बहादुर,खड्‍का,Ram,Bahadur,Khadka,"Ram B. Khadka, Ram Bahadur Khaadkaa, R. Khadka"
1,रिषी,कुमार,यादव,Rishi,Kumar,Yadav,"Rishi K. Yadav, Rishi Yadav, Rishi Kumar Yadav"
0,कौशीला,,मुखिया,Kausila,,Chief,"Kausila Chie, Kausila . Chief, K. Chief"
0,रुपा,,विश्वकर्मा,Rupa,,Vishwakarma,"Rupa  Vishwakarma, Rupa Vishwakarm, R. Vishwakarma"
0,खिमा,,बुढाथोकी,khima,,budathoki,"khima budathoki, khima  budathoki, k. budathoki"
1,मनमोहन,,खरविन्न,Manmohan,,Kharvin,"Manmohan Kharvi, M. Kharvin, Manmohan  Kharvin"
1,सिंग,वहादुर,घले,Sing,Bahadur,Ghale,"S. Ghale, Sing Ghal, Sing B. Ghale"
1,जैलुन,,धुनिया,Jailun,,Dhunia,"Jailun Dunia, Jailun  Dhunia, J. Dhunia"
0,विष्णु,माया,कार्की,Vishnu,Maya,Karki,"Vishnu Maya Kaarki, Vishnu Karki, Vishnu Kark"
0,संजीतनी,,देवी,sanjitani,,devi,"sanjitani . devi, sanjitani devi, s. devi"
0,उदसिया,,चौधरी,Udasia,,Chowdhury,"Udasia Chowdhury, Udasia  Chowdhuri, Udasia Cowdury"
0,डम्बर,कुमारी,लिम्बु,Dumbar,Kumari,Limbu,"Dumbar K. Limbu, Dumbar Limb, Dumbar Limbu"
1,लाल,बहादुर,खड्का,Lal,Bahadur,Khadka,"Lal Bahadur Khadka, Lal Kadka, Lal Bahadur Khaadkaa"
0,विर्मी,,बुढा,wormy,old,man,"wormy old man, wormy ma, w. man"
0,रंजना,,झा,Ranjana,,Jha,"Ranjana  Jha, Ranjana  Jhaa, R. Jha"
1,प्रेम,नाथ,कवँर,prem,nath,kawar,"prem nath kawar, prem nath kaawaar, prem kawa"
1,चेत,कुमार,श्रेष्ठ,Chet,Kumar,Shrestha,"Chet Kumar Shresthaa, C. Shrestha, Chet K. Shrestha"
0,रेखा,कुमारी,थापा,Rekha,Kumari,Thapa,"R. Thapa, Rekha Thapa, Rekha Thap"
1,किरण,कुमार,के.सी.,Kiran,Kumar,KC,"Kiran K. KC, Kiran KC, K. KC"
0,चनीसरा,,सुनार,Chanisara,,Goldsmith,"Chanisara Goldsmith, Chanisara . Goldsmith, Chanisara Goldsmit"
0,प्रमिला,कुमारी,गणेश,Pramila,Kumari,Ganesh,"Pramila K. Ganesh, Pramila Kumari Ganesh, Pramila Ganesh"
0,जहरुन,,निशा,Zahrun,,Nisha,"Zahrun Nish, Zahrun  Nishaa, Z. Nisha"
1,मिन,प्रसाद,रिजाल,Min,Prasad,Rizal,"Min Prasad Rizaal, Min Rizal, Min Prasad Rizal"
1,महमद,मजलुम,अंसारी,Mahmad,Mazlum,Ansari,"Mahmad Mazlum Ansari, M. Ansari, Mahmad Ansari"
1,प्रवेश,राज,पाण्डे,Pravesh,Raj,Pandey,"Pravesh Raj Pandei, Pravesh Pandey, P. Pandey"
0,रेनु,थापा,तरामु,Renu,Thapa,Taramu,"Renu Taram, Renu T. Taramu, R. Taramu"
0,सुन्तली,,सुनार,suntali,,goldsmith,"suntali  goldsmith, suntali goldsmith, s. goldsmith"
1,नारायण,बहादुर,खत्री,Narayan,Bahadur,Khatri,"N. Khatri, Narayan Khatri, Narayan Khatr"
0,डिम्पल,पुन,थापा,Dimple,Pun,Thapa,"Dimple Pun Thapa, Dimple Pun Thaapaa, Dimple Tapa"
0,कल्पना,,घिमिरे,Kalpana,,Ghimire,"Kalpana Ghimir, K. Ghimire, Kalpana  Ghimire"
0,सीता,,कुमारी,sita,,kumari,"sita kumar, sita . kumari, sita  kumari"
1,मंगल,बहादुर,तामाङ,Mangal,Bahadur,Tamang,"M. Tamang, Mangal B. Tamang, Mangal Bahadur Taamaang"
1,नारायण,भगत,बरै,Narayan,Bhagat,Barai,"Narayan Bhagat Baaraai, N. Barai, Narayan Bhagat Barai"
1,जगन,धोज,योङहाङ,jagan,dhoj,yohangah,"jagan dhoj yohangah, jagan yoanga, jagan yohanga"
0,अम्बिका,,दवाडी,Ambika,,Dawadi,"Ambika . Dawadi, A. Dawadi, Ambika Dawadi"
1,गणेश,,गिरी,Ganesh,,Giri,"G. Giri, Ganesh . Giri, Ganesh Giri"
1,मिन,बहादुर,थारु,Min,Bahadur,Tharu,"Min Tharu, Min Bahadur Tharu, Min Bahadur Thaaru"
1,अजय,,शर्मा,Ajay,,Sharma,"Ajay . Sharma, Ajay Sarma, Ajay Sharma"
0,राम,माया,रानाभाट,Ram,Maya,Ranabhat,"Ram Ranabha, Ram Maya Raanaabhaat, Ram Ranabhat"
0,शान्ति,,कुईकेल,Shanti,,Kuikel,"S. Kuikel, Shanti . Kuikel, Shanti Kuikel"
0,पासाङ,,तामाङ,Pasang,,Tamang,"Pasang . Tamang, P. Tamang, Pasang Taman"
0,भावाना,,राई,bhavna,,rai,"bhavna  rai, bhavna ra, bhavna  raai"
0,पारभती,,कार्की,Parbhati,,Karki,"P. Karki, Parbhati Kark, Parbhati  Karki"
1,अर्जुन,,फडेरा,Arjun,,Fadera,"A. Fadera, Arjun Fader, Arjun  Fadera"
1,राज,कुमार,महरा,Raj,Kumar,Mehra,"Raj Mehra, Raj Kumar Mehra, Raj Mera"
0,सुष्मा,,राई,Sushma,,Rai,"Sushma  Raai, Sushma Ra, S. Rai"
0,मन्जु,परियार,बर्देवा,Manju,Pariyar,Bardeva,"Manju Pariyar Bardeva, Manju Bardev, Manju P. Bardeva"
1,दिलिप,,दुलाल,Dilip,,Dulal,"Dilip Dulal, D. Dulal, Dilip Dula"
1,अाइतराम,,तामाङ,Aitaram,,Tamang,"Aitaram  Tamang, Aitaram Tamang, Aitaram Taman"
1,दैवलाल,,घिसिङ,Daivalal,,Ghising,"Daivalal  Ghising, Daivalal Gising, D. Ghising"
1,विनोद,,सुनार,Vinod,,Sunar,"Vinod . Sunar, Vinod  Sunaar, V. Sunar"
0,रानी,,राना,Queen,,Rana,"Queen  Rana, Queen  Raanaa, Queen Ran"
1,गणेश,राय,यादव,Ganesh,Rai,Yadav,"G. Yadav, Ganesh Rai Yaadaav, Ganesh Rai Yadav"
0,सान्ता,,थोकर,Santa,,Thokar,"Santa . Thokar, S. Thokar, Santa Thokar"
1,लाल,बहादुर,वली,Lal,Bahadur,Wali,"Lal Wal, L. Wali, Lal B. Wali"
0,निर्मला,अधिकारी,पराजुली,Nirmala,Adhikari,Parajuli,"N. Parajuli, Nirmala Adhikari Parajuli, Nirmala Adhikari Paaraajuli"
0,अमिर,कला,तत्मा,Aamir,,Khan,"Aamir . Khan, Aamir  Khaan, Aamir Khan"
1,पुसना,,महतो,Pusana,,Mahato,"Pusana  Mahato, P. Mahato, Pusana . Mahato"
0,हिरामाया,,तामाङ,Hiramaya,,Tamang,"Hiramaya  Tamang, Hiramaya Tamang, H. Tamang"
0,पठाउ,,दमै,send,,me,"send me, s. me, send  me"
1,दिलीप,कुमार,यादव,Dilip,Kumar,Yadav,"Dilip Kumar Yadav, D. Yadav, Dilip K. Yadav"
1,भक्त,बहादुर,मगर,Bhakta,Bahadur,Magar,"B. Magar, Bhakta Maga, Bhakta Bahadur Maagaar"
1,काम,सिंह,तमाङ,Kam,Singh,Tamang,"K. Tamang, Kam Tamang, Kam Taman"
1,धनन्जय,सिंह,कुवँर,Dhananjay,Singh,Kunwar,"D. Kunwar, Dhananjay Kunwar, Dhananjay Kunwa"
1,सुनिल,,गाहा,sunil,,gaha,"sunil  gaha, sunil  gaahaa, sunil . gaha"
0,कवली,,माझी,kavli,,majhi,"kavli  maajhi, k. majhi, kavli majh"
0,मनिता,,कार्की,Manita,,Karki,"M. Karki, Manita Karki, Manita Kark"
1,सरोज,कुमार,मंडल,Saroj,Kumar,Mandal,"Saroj Kumar Mandal, Saroj K. Mandal, Saroj Mandal"
0,धर्म,कुमारी,राई,Dharma,Kumari,Rai,"D. Rai, Dharma Kumari Rai, Dharma K. Rai"
0,प्रमिला,,अधिकारी,pramila,,officer,"pramila . officer, p. officer, pramila office"
1,चन्द्र,बहादुर,रुम्बा,Chandra,Bahadur,Roomba,"Chandra Roomb, C. Roomba, Chandra Bahadur Roomba"
0,कुन्ति,देवी,दास,Kunti,Devi,Das,"Kunti Devi Daas, Kunti Da, K. Das"
0,मनिषा,,बि.क.,Manisha,,B.K.,"Manisha  B.K., Manisha . B.K., Manisha B.K"
0,पुनम,,धवल,poonam,,dhawal,"poonam . dhawal, poonam dawal, poonam dhawal"
1,धर्म,बहादुर,थापा,Dharam,Bahadur,Thapa,"Dharam Thap, Dharam Bahadur Thaapaa, D. Thapa"
1,चक्रपाणी,,गौतम,Chakrapani,,Gautam,"Chakrapani Gautam, Chakrapani  Gautam, C. Gautam"
0,चिज,माया,भट्टराई,Chij,Maya,Bhattarai,"Chij Bhattarai, Chij Maya Bhaattaaraai, Chij Maya Bhattarai"
0,निरुता,कुमारी,सहकारी,Niruta,Kumari,Cooperative,"N. Cooperative, Niruta Cooperativ, Niruta Kumari Cooperaative"
1,जिवन,कुमार,राई,Jeevan,Kumar,Rai,"Jeevan Kumar Rai, Jeevan Kumar Raai, J. Rai"
0,झागरणि,,रिषियासन,Jhagarani,,Rishiasana,"J. Rishiasana, Jhagarani Risiasana, Jhagarani Rishiasana"
0,सन्ध्या,,राउत,Sandhya,,Raut,"Sandhya  Raut, Sandhya . Raut, Sandhya  Raaut"
0,दीर्घ,माया,मगर,long,illusion,but,"long i. but, long bu, l. but"
1,गजेन्द्र,प्रसाद,चौधरी,Gajendra,Prasad,Chowdhary,"Gajendra Chowdhar, Gajendra Prasad Chowdhari, Gajendra P. Chowdhary"
0,श्‍याम,कुमारी,चौधरी,Shyam,Kumari,Choudhary,"Shyam Choudhar, Shyam K. Choudhary, Shyam Coudary"
0,सिमा,,वि.क.,Sima,,V.K.,"S. V.K., Sima V.K., Sima  V.K."
0,झुपा,देवी,बुढाथोकी,Jhupa,Devi,Budhathoki,"Jhupa Budhathoki, Jhupa D. Budhathoki, Jhupa Budatoki"
0,वन्दना,,राना,vandana,,rana,"v. rana, vandana rana, vandana  raanaa"
0,गंगा,बस्ताकोटी,नेपाल,Ganga,Bastakoti,Nepal,"Ganga Bastakoti Nepaal, Ganga Nepal, Ganga Bastakoti Nepal"
1,अबु,मोहम्मद,शेष,abu,mohammed,shesh,"abu shesh, a. shesh, abu shes"
1,कनैन्या,लाल,चौधरी,Kanaanya,Lal,Chowdhary,"Kanaanya Lal Chowdhaary, Kanaanya Cowdary, K. Chowdhary"
1,गिरी,प्रसाद,पुन,giri,prasad,again,"giri p. again, giri agai, giri again"
1,खुसिराम,,थारु,Khushiram,,Tharu,"Khushiram Taru, Khushiram Thar, Khushiram Tharu"
1,भोज,वहादुर,वानियाँ,banquet,brave,words,"banquet b. words, banquet words, banquet word"
0,रामेश्वरी,कुमारी,बोगटी,Rameshwari,Kumari,Bogti,"R. Bogti, Rameshwari Kumari Bogti, Rameshwari Bogti"
1,रोशन,राज,शाही,Roshan,Raj,Shahi,"Roshan Raj Shaahi, R. Shahi, Roshan R. Shahi"
1,धुव,बहादुर,गोदार,Dhuv,Bahadur,Godar,"Dhuv B. Godar, Dhuv Goda, Dhuv Bahadur Godaar"
0,रंजु,,देवी,Ranju,,Devi,"Ranju Devi, Ranju . Devi, Ranju Dev"
1,सुन्दर,,परियार,Sundar,,Pariyar,"Sundar  Paariyaar, Sundar . Pariyar, Sundar  Pariyar"
0,होम,माया,गुरुङ,Home,Maya,Gurung,"Home Maya Gurung, Home M. Gurung, Home Gurun"
0,राम,धनिया,डंगौरा,Ram,Dhaniya,Dangaura,"Ram Dhaniya Daangaauraa, Ram Dangaura, R. Dangaura"
1,उपेन्द्र,बहादुर,बस्नेत,Upendra,Bahadur,Basnet,"Upendra Bahadur Baasnet, Upendra Basnet, Upendra Basne"
1,पवनराज,,दाहाल,Pawanraj,,Dahal,"P. Dahal, Pawanraj  Daahaal, Pawanraj . Dahal"
0,याम,कला,काफ्ले,Yam,Kala,Kaffle,"Yam Kala Kaaffle, Yam Kala Kaffle, Yam K. Kaffle"
1,रघु,वीर,मण्डल,Raghu,Veer,Mandal,"Raghu Veer Maandaal, Raghu V. Mandal, Raghu Manda"
0,विमला,देवी,यादव,Vimla,Devi,Yadav,"Vimla Yada, Vimla Yadav, Vimla Devi Yadav"
1,राम,प्रकाश,(नेपाली),Ram,Prakash,(Nepali),"Ram P. (Nepali), R. (Nepali), Ram Prakash (Nepaali)"
0,धनु,,राना,Dhanu,,Rana,"Dhanu Ran, D. Rana, Dhanu  Raanaa"
1,सिकिन्द्र्,,राउत,Sikandra,,Raut,"Sikandra  Raut, Sikandra  Raaut, Sikandra Raut"
0,देउमाली,,कामी,Deumaali,,Kami,"D. Kami, Deumaali  Kami, Deumaali Kam"
0,पुण्य,शोभा,शाक्य,Punya,Shobha,Shakya,"Punya Shaky, Punya Shobha Shakya, Punya Shobha Shakia"
0,सुविता,,राई,Suvita,,Rai,"Suvita Rai, Suvita  Raai, Suvita  Rai"
1,रतभाने,,वोहरा,Ratbhane,,Vohra,"Ratbhane  Vohra, Ratbhane Vora, Ratbhane . Vohra"
1,गोपाल,कुमार,कडायत,Gopal,Kumar,Kadayat,"Gopal Kadaya, Gopal K. Kadayat, Gopal Kumar Kadayat"
1,हर्क,बहादुर,बोहरा,Hark,Bahadur,Bohra,"Hark Bohra, Hark Bahadur Bohraa, Hark B. Bohra"
0,जीवछी,,देवी,Jivchhi,,Devi,"Jivchhi  Devi, Jivchhi . Devi, Jivchhi Dev"
1,राम,सिंह,दनुवार,Ram,Singh,Danuwar,"Ram Singh Danuwar, R. Danuwar, Ram Singh Daanuwaar"
1,राम,कुमार,मण्डल,Ram,Kumar,Mandal,"Ram Kumar Mandal, Ram Mandal, Ram Kumar Maandaal"
0,विष्णु,,अधिकारी,Vishnu,,Adhikari,"Vishnu  Adhikaari, V. Adhikari, Vishnu Adikari"
0,इन्‍दिरा,राना,मगर,indira,rana,magar,"indira magar, indira r. magar, indira rana maagaar"
1,राम,बहादुर,चौधरी,Ram,Bahadur,Chowdhary,"Ram B. Chowdhary, Ram Bahadur Chowdhary, Ram Chowdhar"
1,सुनिल,कुमार,ठाकुर,Sunil,Kumar,Thakur,"Sunil K. Thakur, Sunil Thaku, S. Thakur"
1,विपिन,,विश्वकर्मा,Vipin,,Vishwakarma,"Vipin  Vishwaakaarmaa, V. Vishwakarma, Vipin . Vishwakarma"
1,गध,बहादुर,वि.क.,Donkey,Bahadur,V.K.,"Donkey B. V.K., Donkey V.K, D. V.K."
1,परिदेन,,रेग्मी,Parideen,,Regmi,"Parideen Regm, Parideen  Regmi, Parideen . Regmi"
1,हुकुम,वहादुर,भण्डारी,spades,brave,steward,"spades b. steward, spades brave steward, spades steward"
1,रविन,गाहा,मगर,Ravin,Gaha,Magar,"Ravin Gaha Maagaar, Ravin Maga, Ravin G. Magar"
1,शंखलाल,,गजमेरकामी,Shankhlal,,Gajmerkami,"Shankhlal  Gaajmerkaami, Shankhlal  Gajmerkami, Shankhlal Gajmerkami"
1,प्रेम,,चन्द,prem,,chand,"prem chan, prem chand, prem  chaand"
1,विद्यानन्द,,मण्डल,Vidyanand,,Mandal,"Vidyanand  Maandaal, V. Mandal, Vidyanand  Mandal"
1,पासाङ,,तामाङ,Pasang,,Tamang,"Pasang  Taamaang, Pasang Taman, P. Tamang"
0,सिलिया,देवी,मुखिया,Siliya,Devi,Mukhiya,"Siliya Mukiya, Siliya Mukhiya, Siliya Devi Mukhiia"
0,विमाया,,सुनार,Vimaya,,Goldsmith,"Vimaya Goldsmit, V. Goldsmith, Vimaya  Goldsmith"
0,चित्रकला,,भूसाल,Painting,,Bhusal,"Painting  Bhusaal, Painting Busal, Painting Bhusal"
1,इन्द्र,बहादुर,मगर,Indra,Bahadur,Magar,"Indra Bahadur Magar, Indra B. Magar, Indra Maga"
1,नुर्वु,,शेर्पा,nurvu,,sherpa,"nurvu . sherpa, nurvu serpa, nurvu sherp"
1,गणेश,बहादुर,श्रेष्‍ठ,Ganesh,Bahadur,Shrestha,"G. Shrestha, Ganesh B. Shrestha, Ganesh Shresth"
0,सुनिता,,बोम्जन,Sunita,,Bomjan,"Sunita . Bomjan, Sunita  Bomjan, Sunita Bomjan"
1,टिके,,नेपाली,Tikey,,Nepali,"Tikey Nepali, Tikey  Nepali, Tikey  Nepaali"
0,पानसरा,,फर्साल,Pansara,,Farsal,"Pansara Farsa, Pansara  Farsal, P. Farsal"
0,मिश्रा,,खड्का,Mishra,,Khadka,"Mishra Kadka, Mishra  Khaadkaa, Mishra Khadka"
0,लखपतिया,,देवी,Lakhpatia,,Devi,"L. Devi, Lakhpatia Devi, Lakhpatia Dev"
0,इन्‍द्रकला,देवी,यादव,Indrakala,Devi,Yadav,"I. Yadav, Indrakala Devi Yaadaav, Indrakala D. Yadav"
0,चुल्लीया,,डगौरा,Chulliya,,Dagaura,"Chulliya  Dagaura, Chulliya  Daagaauraa, C. Dagaura"
1,किसुन,साह,सुडी,Kissun,Sah,Sudi,"Kissun Sud, Kissun Sah Sudi, Kissun S. Sudi"
1,वम,वहादुर,कार्की,Vam,Vahadur,Karki,"Vam Vahadur Kaarki, V. Karki, Vam Karki"
1,गणेश,,धामी,ganesh,,dhami,"g. dhami, ganesh . dhami, ganesh  dhaami"
1,गणेश,,कार्की,Ganesh,,Karki,"Ganesh . Karki, Ganesh Karki, Ganesh  Karki"
0,सोनी,,मनिहार,Sony,,Manihar,"Sony  Manihar, Sony Manihar, Sony . Manihar"
1,हरि,,परियार,Hari,,Parihar,"Hari Parihar, Hari Pariar, Hari . Parihar"
0,भगवति,,सिह,Bhagwati,,Singh,"B. Singh, Bhagwati Singh, Bhagwati Sing"
0,कुन्ती,,चौधरी,kunti,,choudhary,"kunti coudary, kunti  choudhary, kunti  choudhari"
1,नारायण,,राना,narayan,,rana,"narayan rana, n. rana, narayan  raanaa"
1,सोमै,,लोनिया,Somai,,Lonia,"Somai . Lonia, S. Lonia, Somai  Lonia"
0,मंजु,,भट्ट,manju,,bhatt,"manju  bhatt, manju . bhatt, manju bhatt"
0,संगीता,धिताल,क्षेत्री,Sangeeta,Dhital,Kshetri,"Sangeeta Dhital Kshetri, Sangeeta D. Kshetri, Sangeeta Kshetri"
